mode_cn,mode,sub_mode_cn,sub_mode,phase_ver,rank,team_cn,app_rate,avg_round,source_kind,duplicate_count,unordered_signature
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,1,遐蝶 / 长夜月 / 昔涟 / 风堇,42.95,2.3,prydwen_page,15,aa|all_bosses|4.3.1|castorice>cyrene>hyacine>march-7th-evernight
末日幻影,as,全部,all,4.3.1,1,遐蝶 / 长夜月 / 昔涟 / 风堇,40.84,3510,prydwen_page,6,as|all|4.3.1|castorice>cyrene>hyacine>march-7th-evernight
虚构叙事,pf,全部,all,4.3.1,1,遐蝶 / 长夜月 / 昔涟 / 风堇,38.33,39776,prydwen_page,5,pf|all|4.3.1|castorice>cyrene>hyacine>march-7th-evernight
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,1,银狼LV.999 / 火花 / 爻光 / 藿藿,26.7,2.48,prydwen_page,15,aa|all_bosses|4.3.1|huohuo>silver-wolf-lv-999>sparxie>yao-guang
混沌回忆,moc,全部,all,4.2.1,1,银狼LV.999 / 火花 / 爻光 / 藿藿,24.4,7.03,prydwen_page,6,moc|all|4.2.1|huohuo>silver-wolf-lv-999>sparxie>yao-guang
虚构叙事,pf,全部,all,4.3.1,1,银狼LV.999 / 火花 / 爻光 / 藿藿,22.73,35605,prydwen_page,5,pf|all|4.3.1|huohuo>silver-wolf-lv-999>sparxie>yao-guang
混沌回忆,moc,全部,all,4.2.1,1,遐蝶 / 长夜月 / 昔涟 / 风堇,18.22,7.08,prydwen_page,6,moc|all|4.2.1|castorice>cyrene>hyacine>march-7th-evernight
末日幻影,as,全部,all,4.3.1,1,银狼LV.999 / 火花 / 爻光 / 藿藿,15.93,3645,prydwen_page,6,as|all|4.3.1|huohuo>silver-wolf-lv-999>sparxie>yao-guang
虚构叙事,pf,全部,all,4.3.1,1,流萤 / 忘归人 / 大丽花 / 灵砂,12.41,30475,prydwen_page,5,pf|all|4.3.1|firefly>lingsha>the-dahlia>tingyun-fugue
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,1,流萤 / 忘归人 / 大丽花 / 灵砂,11.43,3.28,prydwen_page,15,aa|all_bosses|4.3.1|firefly>lingsha>the-dahlia>tingyun-fugue
虚构叙事,pf,全部,all,4.3.1,2,绯英 / 开拓者•欢愉 / 爻光 / 藿藿,13.91,36941,prydwen_page,5,pf|all|4.3.1|evanescia>huohuo>trailblazer-elation>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,2,银狼LV.999 / 开拓者•欢愉 / 爻光 / 藿藿,11.84,3.35,prydwen_page,15,aa|all_bosses|4.3.1|huohuo>silver-wolf-lv-999>trailblazer-elation>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,2,绯英 / 开拓者•欢愉 / 爻光 / 藿藿,10.95,5.03,prydwen_page,15,aa|all_bosses|4.3.1|evanescia>huohuo>trailblazer-elation>yao-guang
混沌回忆,moc,全部,all,4.2.1,2,海瑟音 / 黑天鹅 / 卡芙卡 / 丹恒•腾荒,10.71,8.07,prydwen_page,6,moc|all|4.2.1|black-swan>dan-heng-permansor-terrae>hysilens>kafka
混沌回忆,moc,全部,all,4.2.1,2,银狼LV.999 / 开拓者•欢愉 / 爻光 / 藿藿,10.7,7.76,prydwen_page,6,moc|all|4.2.1|huohuo>silver-wolf-lv-999>trailblazer-elation>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,2,海瑟音 / 黑天鹅 / 卡芙卡 / 丹恒•腾荒,10.29,3.79,prydwen_page,15,aa|all_bosses|4.3.1|black-swan>dan-heng-permansor-terrae>hysilens>kafka
末日幻影,as,全部,all,4.3.1,2,绯英 / 开拓者•欢愉 / 爻光 / 藿藿,10.15,3650,prydwen_page,6,as|all|4.3.1|evanescia>huohuo>trailblazer-elation>yao-guang
末日幻影,as,全部,all,4.3.1,2,海瑟音 / 黑天鹅 / 卡芙卡 / 丹恒•腾荒,9.21,3409,prydwen_page,6,as|all|4.3.1|black-swan>dan-heng-permansor-terrae>hysilens>kafka
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,2,遐蝶 / 长夜月 / 缇宝 / 风堇,9.09,2.89,prydwen_page,15,aa|all_bosses|4.3.1|castorice>hyacine>march-7th-evernight>tribbie
虚构叙事,pf,全部,all,4.3.1,2,海瑟音 / 黑天鹅 / 卡芙卡 / 丹恒•腾荒,7.3,32260,prydwen_page,5,pf|all|4.3.1|black-swan>dan-heng-permansor-terrae>hysilens>kafka
末日幻影,as,全部,all,4.3.1,2,流萤 / 忘归人 / 大丽花 / 灵砂,6.46,3577,prydwen_page,6,as|all|4.3.1|firefly>lingsha>the-dahlia>tingyun-fugue
虚构叙事,pf,全部,all,4.3.1,2,遐蝶 / 长夜月 / 缇宝 / 风堇,5.74,39604,prydwen_page,5,pf|all|4.3.1|castorice>hyacine>march-7th-evernight>tribbie
虚构叙事,pf,全部,all,4.3.1,3,银狼LV.999 / 开拓者•欢愉 / 爻光 / 藿藿,10.62,33525,prydwen_page,5,pf|all|4.3.1|huohuo>silver-wolf-lv-999>trailblazer-elation>yao-guang
混沌回忆,moc,全部,all,4.2.1,3,流萤 / 忘归人 / 大丽花 / 灵砂,7.73,7.99,prydwen_page,6,moc|all|4.2.1|firefly>lingsha>the-dahlia>tingyun-fugue
混沌回忆,moc,全部,all,4.2.1,3,银狼LV.999 / 火花 / 爻光 / 丹恒•腾荒,7.11,7.52,prydwen_page,6,moc|all|4.2.1|dan-heng-permansor-terrae>silver-wolf-lv-999>sparxie>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,3,流萤 / 忘归人 / 阮•梅 / 大丽花,6.34,2.83,prydwen_page,12,aa|all_bosses|4.3.1|firefly>ruan-mei>the-dahlia>tingyun-fugue
末日幻影,as,全部,all,4.3.1,3,遐蝶 / 长夜月 / 缇宝 / 风堇,5.9,3312,prydwen_page,5,as|all|4.3.1|castorice>hyacine>march-7th-evernight>tribbie
虚构叙事,pf,全部,all,4.3.1,3,流萤 / 忘归人 / 阮•梅 / 大丽花,5.25,31899,prydwen_page,5,pf|all|4.3.1|firefly>ruan-mei>the-dahlia>tingyun-fugue
末日幻影,as,全部,all,4.3.1,3,流萤 / 忘归人 / 阮•梅 / 大丽花,4.97,3675,prydwen_page,6,as|all|4.3.1|firefly>ruan-mei>the-dahlia>tingyun-fugue
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,3,遐蝶 / 昔涟 / 缇宝 / 风堇,2.93,3.61,prydwen_page,11,aa|all_bosses|4.3.1|castorice>cyrene>hyacine>tribbie
末日幻影,as,全部,all,4.3.1,4,银狼LV.999 / 开拓者•欢愉 / 爻光 / 藿藿,8.29,3575,prydwen_page,5,as|all|4.3.1|huohuo>silver-wolf-lv-999>trailblazer-elation>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,4,银狼LV.999 / 火花 / 爻光 / 丹恒•腾荒,6.91,2.75,prydwen_page,14,aa|all_bosses|4.3.1|dan-heng-permansor-terrae>silver-wolf-lv-999>sparxie>yao-guang
虚构叙事,pf,全部,all,4.3.1,4,银狼LV.999 / 火花 / 爻光 / 丹恒•腾荒,5.74,34437,prydwen_page,5,pf|all|4.3.1|dan-heng-permansor-terrae>silver-wolf-lv-999>sparxie>yao-guang
混沌回忆,moc,全部,all,4.2.1,4,绯英 / 开拓者•欢愉 / 爻光 / 藿藿,5.52,7.59,prydwen_page,6,moc|all|4.2.1|evanescia>huohuo>trailblazer-elation>yao-guang
混沌回忆,moc,全部,all,4.2.1,4,流萤 / 忘归人 / 阮•梅 / 大丽花,4.66,6.64,prydwen_page,6,moc|all|4.2.1|firefly>ruan-mei>the-dahlia>tingyun-fugue
末日幻影,as,全部,all,4.3.1,4,白厄 / 刻律德菈 / 星期日 / 丹恒•腾荒,4.29,3329,prydwen_page,6,as|all|4.3.1|cerydra>dan-heng-permansor-terrae>phainon>sunday
末日幻影,as,全部,all,4.3.1,4,海瑟音 / 黑天鹅 / 卡芙卡 / 藿藿,3.65,3394,prydwen_page,6,as|all|4.3.1|black-swan>huohuo>hysilens>kafka
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,4,流萤 / 忘归人 / 大丽花 / 加拉赫,3.26,4.02,prydwen_page,14,aa|all_bosses|4.3.1|firefly>gallagher>the-dahlia>tingyun-fugue
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,4,遐蝶 / 长夜月 / 开拓者•记忆 / 风堇,2.84,3.18,prydwen_page,12,aa|all_bosses|4.3.1|castorice>hyacine>march-7th-evernight>trailblazer-remembrance
虚构叙事,pf,全部,all,4.3.1,4,长夜月 / 昔涟 / 开拓者•记忆 / 风堇,2.26,40000,prydwen_page,4,pf|all|4.3.1|cyrene>hyacine>march-7th-evernight>trailblazer-remembrance
末日幻影,as,全部,all,4.3.1,5,银狼LV.999 / 火花 / 爻光 / 丹恒•腾荒,7.83,3630,prydwen_page,5,as|all|4.3.1|dan-heng-permansor-terrae>silver-wolf-lv-999>sparxie>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,5,不死途 / 千冶•刃 / 缇宝 / 风堇,4.98,4.59,prydwen_page,15,aa|all_bosses|4.3.1|ashveil>blade-mortenax>hyacine>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,5,海瑟音 / 黑天鹅 / 卡芙卡 / 藿藿,3.14,3.7,prydwen_page,15,aa|all_bosses|4.3.1|black-swan>huohuo>hysilens>kafka
虚构叙事,pf,全部,all,4.3.1,5,流萤 / 忘归人 / 开拓者 - 同谐 / 大丽花,3.06,35262,prydwen_page,5,pf|all|4.3.1|firefly>the-dahlia>tingyun-fugue>trailblazer-harmony
末日幻影,as,全部,all,4.3.1,5,遐蝶 / 长夜月 / 开拓者•记忆 / 风堇,2.89,3381,prydwen_page,5,as|all|4.3.1|castorice>hyacine>march-7th-evernight>trailblazer-remembrance
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,5,Archer / 花火 / 缇宝 / 丹恒•腾荒,2.48,5.21,prydwen_page,13,aa|all_bosses|4.3.1|archer>dan-heng-permansor-terrae>sparkle>tribbie
虚构叙事,pf,全部,all,4.3.1,5,遐蝶 / 长夜月 / 开拓者•记忆 / 风堇,2.16,38982,prydwen_page,5,pf|all|4.3.1|castorice>hyacine>march-7th-evernight>trailblazer-remembrance
混沌回忆,moc,全部,all,4.2.1,6,海瑟音 / 黑天鹅 / 卡芙卡 / 藿藿,3.51,8.12,prydwen_page,6,moc|all|4.2.1|black-swan>huohuo>hysilens>kafka
末日幻影,as,全部,all,4.3.1,6,流萤 / 忘归人 / 大丽花 / 加拉赫,3.06,3309,prydwen_page,6,as|all|4.3.1|firefly>gallagher>the-dahlia>tingyun-fugue
虚构叙事,pf,全部,all,4.3.1,6,流萤 / 忘归人 / 大丽花 / 加拉赫,3.05,28710,prydwen_page,5,pf|all|4.3.1|firefly>gallagher>the-dahlia>tingyun-fugue
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,6,流萤 / 忘归人 / 开拓者 - 同谐 / 大丽花,2.89,2.06,prydwen_page,12,aa|all_bosses|4.3.1|firefly>the-dahlia>tingyun-fugue>trailblazer-harmony
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,6,银狼LV.999 / 开拓者•欢愉 / 爻光 / 丹恒•腾荒,2.2,3.89,prydwen_page,13,aa|all_bosses|4.3.1|dan-heng-permansor-terrae>silver-wolf-lv-999>trailblazer-elation>yao-guang
虚构叙事,pf,全部,all,4.3.1,6,大黑塔 / 黑塔 / 缇宝 / 丹恒•腾荒,2.07,27755,prydwen_page,4,pf|all|4.3.1|dan-heng-permansor-terrae>herta>the-herta>tribbie
虚构叙事,pf,全部,all,4.3.1,6,银狼LV.999 / 开拓者•欢愉 / 爻光 / 丹恒•腾荒,1.92,32092,prydwen_page,3,pf|all|4.3.1|dan-heng-permansor-terrae>silver-wolf-lv-999>trailblazer-elation>yao-guang
末日幻影,as,全部,all,4.3.1,6,遐蝶 / 昔涟 / 开拓者•记忆 / 风堇,1.64,3268,prydwen_page,4,as|all|4.3.1|castorice>cyrene>hyacine>trailblazer-remembrance
混沌回忆,moc,全部,all,4.2.1,7,白厄 / 刻律德菈 / 星期日 / 丹恒•腾荒,3.34,9.42,prydwen_page,6,moc|all|4.2.1|cerydra>dan-heng-permansor-terrae>phainon>sunday
末日幻影,as,全部,all,4.3.1,7,Archer / 花火 / 缇宝 / 丹恒•腾荒,2.75,3323,prydwen_page,5,as|all|4.3.1|archer>dan-heng-permansor-terrae>sparkle>tribbie
末日幻影,as,全部,all,4.3.1,7,银狼LV.999 / 开拓者•欢愉 / 爻光 / 丹恒•腾荒,2.69,3563,prydwen_page,4,as|all|4.3.1|dan-heng-permansor-terrae>silver-wolf-lv-999>trailblazer-elation>yao-guang
混沌回忆,moc,全部,all,4.2.1,7,银狼LV.999 / 火花 / 开拓者•欢愉 / 藿藿,2.47,7.83,prydwen_page,5,moc|all|4.2.1|huohuo>silver-wolf-lv-999>sparxie>trailblazer-elation
虚构叙事,pf,全部,all,4.3.1,7,不死途 / 千冶•刃 / 缇宝 / 风堇,2.45,38609,prydwen_page,5,pf|all|4.3.1|ashveil>blade-mortenax>hyacine>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,7,白厄 / 刻律德菈 / 星期日 / 丹恒•腾荒,2.42,5.03,prydwen_page,15,aa|all_bosses|4.3.1|cerydra>dan-heng-permansor-terrae>phainon>sunday
虚构叙事,pf,全部,all,4.3.1,7,大黑塔 / 那刻夏 / 缇宝 / 丹恒•腾荒,1.99,28760,prydwen_page,4,pf|all|4.3.1|anaxa>dan-heng-permansor-terrae>the-herta>tribbie
虚构叙事,pf,全部,all,4.3.1,7,海瑟音 / 黑天鹅 / 卡芙卡 / 藿藿,1.74,31187,prydwen_page,5,pf|all|4.3.1|black-swan>huohuo>hysilens>kafka
末日幻影,as,全部,all,4.3.1,7,长夜月 / 昔涟 / 开拓者•记忆 / 风堇,1.63,3442,prydwen_page,4,as|all|4.3.1|cyrene>hyacine>march-7th-evernight>trailblazer-remembrance
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,7,Archer / 知更鸟 / 花火 / 丹恒•腾荒,1.47,5.86,prydwen_page,14,aa|all_bosses|4.3.1|archer>dan-heng-permansor-terrae>robin>sparkle
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,8,银狼LV.999 / 火花 / 爻光 / 风堇,3.26,4.99,prydwen_page,12,aa|all_bosses|4.3.1|hyacine>silver-wolf-lv-999>sparxie>yao-guang
混沌回忆,moc,全部,all,4.2.1,8,遐蝶 / 长夜月 / 缇宝 / 风堇,3.15,8.3,prydwen_page,6,moc|all|4.2.1|castorice>hyacine>march-7th-evernight>tribbie
虚构叙事,pf,全部,all,4.3.1,8,黄泉 / 千冶•刃 / 缇宝 / 风堇,2.35,34549,prydwen_page,4,pf|all|4.3.1|acheron>blade-mortenax>hyacine>tribbie
混沌回忆,moc,全部,all,4.2.1,8,银狼LV.999 / 开拓者•欢愉 / 爻光 / 丹恒•腾荒,2.08,8.49,prydwen_page,5,moc|all|4.2.1|dan-heng-permansor-terrae>silver-wolf-lv-999>trailblazer-elation>yao-guang
末日幻影,as,全部,all,4.3.1,8,白厄 / 刻律德菈 / 花火 / 星期日,2.06,3476,prydwen_page,6,as|all|4.3.1|cerydra>phainon>sparkle>sunday
末日幻影,as,全部,all,4.3.1,8,绯英 / 开拓者•欢愉 / 爻光 / 丹恒•腾荒,2.02,3608,prydwen_page,4,as|all|4.3.1|dan-heng-permansor-terrae>evanescia>trailblazer-elation>yao-guang
虚构叙事,pf,全部,all,4.3.1,8,遐蝶 / 昔涟 / 缇宝 / 风堇,1.65,37209,prydwen_page,4,pf|all|4.3.1|castorice>cyrene>hyacine>tribbie
虚构叙事,pf,全部,all,4.3.1,8,白厄 / 刻律德菈 / 花火 / 星期日,1.52,27072,prydwen_page,5,pf|all|4.3.1|cerydra>phainon>sparkle>sunday
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,8,流萤 / 开拓者 - 同谐 / 阮•梅 / 大丽花,1.44,3.45,prydwen_page,11,aa|all_bosses|4.3.1|firefly>ruan-mei>the-dahlia>trailblazer-harmony
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,8,遐蝶 / 昔涟 / 开拓者•记忆 / 风堇,1.44,3.8,prydwen_page,10,aa|all_bosses|4.3.1|castorice>cyrene>hyacine>trailblazer-remembrance
末日幻影,as,全部,all,4.3.1,8,遐蝶 / 昔涟 / 缇宝 / 风堇,1.33,3156,prydwen_page,5,as|all|4.3.1|castorice>cyrene>hyacine>tribbie
混沌回忆,moc,全部,all,4.2.1,9,流萤 / 忘归人 / 大丽花 / 加拉赫,2.19,8.18,prydwen_page,6,moc|all|4.2.1|firefly>gallagher>the-dahlia>tingyun-fugue
混沌回忆,moc,全部,all,4.2.1,9,银狼LV.999 / 火花 / 爻光 / 风堇,1.55,7.96,prydwen_page,5,moc|all|4.2.1|hyacine>silver-wolf-lv-999>sparxie>yao-guang
虚构叙事,pf,全部,all,4.3.1,9,白厄 / 刻律德菈 / 星期日 / 丹恒•腾荒,1.53,25256,prydwen_page,5,pf|all|4.3.1|cerydra>dan-heng-permansor-terrae>phainon>sunday
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,9,遐蝶 / 开拓者•记忆 / 缇宝 / 风堇,1.42,4.11,prydwen_page,12,aa|all_bosses|4.3.1|castorice>hyacine>trailblazer-remembrance>tribbie
末日幻影,as,全部,all,4.3.1,9,那刻夏 / 刻律德菈 / 昔涟 / 丹恒•腾荒,1.01,3381,prydwen_page,6,as|all|4.3.1|anaxa>cerydra>cyrene>dan-heng-permansor-terrae
混沌回忆,moc,全部,all,4.2.1,10,流萤 / 忘归人 / 开拓者 - 同谐 / 大丽花,2.17,5.33,prydwen_page,6,moc|all|4.2.1|firefly>the-dahlia>tingyun-fugue>trailblazer-harmony
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,10,黄泉 / 千冶•刃 / 缇宝 / 风堇,1.96,6,prydwen_page,14,aa|all_bosses|4.3.1|acheron>blade-mortenax>hyacine>tribbie
末日幻影,as,全部,all,4.3.1,10,不死途 / 千冶•刃 / 缇宝 / 风堇,1.72,3662,prydwen_page,6,as|all|4.3.1|ashveil>blade-mortenax>hyacine>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,10,不死途 / 千冶•刃 / 缇宝 / 丹恒•腾荒,1.39,2.73,prydwen_page,14,aa|all_bosses|4.3.1|ashveil>blade-mortenax>dan-heng-permansor-terrae>tribbie
末日幻影,as,全部,all,4.3.1,10,流萤 / 忘归人 / 开拓者 - 同谐 / 大丽花,1.32,3438,prydwen_page,5,as|all|4.3.1|firefly>the-dahlia>tingyun-fugue>trailblazer-harmony
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,10,长夜月 / 昔涟 / 开拓者•记忆 / 风堇,1.3,2.96,prydwen_page,14,aa|all_bosses|4.3.1|cyrene>hyacine>march-7th-evernight>trailblazer-remembrance
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,10,银狼LV.999 / 火花 / 爻光 / 符玄,1.29,2.37,prydwen_page,12,aa|all_bosses|4.3.1|fu-xuan>silver-wolf-lv-999>sparxie>yao-guang
虚构叙事,pf,全部,all,4.3.1,10,银狼LV.999 / 火花 / 开拓者•欢愉 / 爻光,1.2,38700,prydwen_page,4,pf|all|4.3.1|silver-wolf-lv-999>sparxie>trailblazer-elation>yao-guang
虚构叙事,pf,全部,all,4.3.1,10,绯英 / 开拓者•欢愉 / 爻光 / 丹恒•腾荒,1.2,34833,prydwen_page,4,pf|all|4.3.1|dan-heng-permansor-terrae>evanescia>trailblazer-elation>yao-guang
末日幻影,as,全部,all,4.3.1,10,大黑塔 / 那刻夏 / 缇宝 / 丹恒•腾荒,0.81,2899,prydwen_page,5,as|all|4.3.1|anaxa>dan-heng-permansor-terrae>the-herta>tribbie
混沌回忆,moc,全部,all,4.2.1,11,白厄 / 刻律德菈 / 花火 / 星期日,1.78,7.09,prydwen_page,6,moc|all|4.2.1|cerydra>phainon>sparkle>sunday
虚构叙事,pf,全部,all,4.3.1,11,不死途 / 千冶•刃 / 缇宝 / 藿藿,1.68,35860,prydwen_page,5,pf|all|4.3.1|ashveil>blade-mortenax>huohuo>tribbie
末日幻影,as,全部,all,4.3.1,11,银狼LV.999 / 火花 / 爻光 / 砂金,1.28,3652,prydwen_page,4,as|all|4.3.1|aventurine>silver-wolf-lv-999>sparxie>yao-guang
混沌回忆,moc,全部,all,4.2.1,11,不死途 / 千冶•刃 / 缇宝 / 风堇,1.27,7.88,prydwen_page,5,moc|all|4.2.1|ashveil>blade-mortenax>hyacine>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,11,黄泉 / 千冶•刃 / 缇宝 / 丹恒•腾荒,1.26,4.05,prydwen_page,14,aa|all_bosses|4.3.1|acheron>blade-mortenax>dan-heng-permansor-terrae>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,11,银狼LV.999 / 火花 / 开拓者•欢愉 / 藿藿,1.23,4.24,prydwen_page,13,aa|all_bosses|4.3.1|huohuo>silver-wolf-lv-999>sparxie>trailblazer-elation
虚构叙事,pf,全部,all,4.3.1,11,那刻夏 / 刻律德菈 / 昔涟 / 丹恒•腾荒,1.23,33454,prydwen_page,4,pf|all|4.3.1|anaxa>cerydra>cyrene>dan-heng-permansor-terrae
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,11,大黑塔 / 那刻夏 / 缇宝 / 丹恒•腾荒,1.07,5.64,prydwen_page,13,aa|all_bosses|4.3.1|anaxa>dan-heng-permansor-terrae>the-herta>tribbie
末日幻影,as,全部,all,4.3.1,11,海瑟音 / 黑天鹅 / 卡芙卡 / 风堇,0.78,3323,prydwen_page,4,as|all|4.3.1|black-swan>hyacine>hysilens>kafka
虚构叙事,pf,全部,all,4.3.1,12,黄泉 / 千冶•刃 / 缇宝 / 灵砂,1.49,32722,prydwen_page,3,pf|all|4.3.1|acheron>blade-mortenax>lingsha>tribbie
混沌回忆,moc,全部,all,4.2.1,12,白厄 / 刻律德菈 / 昔涟 / 丹恒•腾荒,1.48,8.62,prydwen_page,6,moc|all|4.2.1|cerydra>cyrene>dan-heng-permansor-terrae>phainon
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,12,银狼LV.999 / 绯英 / 爻光 / 藿藿,1.33,4.68,prydwen_page,13,aa|all_bosses|4.3.1|evanescia>huohuo>silver-wolf-lv-999>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,12,银狼LV.999 / 开拓者•欢愉 / 爻光 / 风堇,1.33,5.75,prydwen_page,12,aa|all_bosses|4.3.1|hyacine>silver-wolf-lv-999>trailblazer-elation>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,12,白厄 / 刻律德菈 / 花火 / 星期日,1.21,3.94,prydwen_page,15,aa|all_bosses|4.3.1|cerydra>phainon>sparkle>sunday
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,12,银狼LV.999 / 火花 / 爻光 / 砂金,1.08,2.65,prydwen_page,13,aa|all_bosses|4.3.1|aventurine>silver-wolf-lv-999>sparxie>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,12,Archer / 开拓者•记忆 / 花火 / 丹恒•腾荒,1.06,5.09,prydwen_page,12,aa|all_bosses|4.3.1|archer>dan-heng-permansor-terrae>sparkle>trailblazer-remembrance
末日幻影,as,全部,all,4.3.1,12,流萤 / 开拓者 - 同谐 / 大丽花 / 加拉赫,0.99,3306,prydwen_page,5,as|all|4.3.1|firefly>gallagher>the-dahlia>trailblazer-harmony
末日幻影,as,全部,all,4.3.1,12,遐蝶 / 开拓者•记忆 / 缇宝 / 风堇,0.77,3140,prydwen_page,4,as|all|4.3.1|castorice>hyacine>trailblazer-remembrance>tribbie
混沌回忆,moc,全部,all,4.2.1,13,流萤 / 开拓者 - 同谐 / 阮•梅 / 大丽花,1.38,6,prydwen_page,6,moc|all|4.2.1|firefly>ruan-mei>the-dahlia>trailblazer-harmony
虚构叙事,pf,全部,all,4.3.1,13,黄泉 / 千冶•刃 / 缇宝 / 加拉赫,1.24,29725,prydwen_page,3,pf|all|4.3.1|acheron>blade-mortenax>gallagher>tribbie
虚构叙事,pf,全部,all,4.3.1,13,银狼LV.999 / 绯英 / 爻光 / 藿藿,1.1,36624,prydwen_page,3,pf|all|4.3.1|evanescia>huohuo>silver-wolf-lv-999>yao-guang
末日幻影,as,全部,all,4.3.1,13,流萤 / 忘归人 / 大丽花 / 丹恒•腾荒,0.97,3319,prydwen_page,5,as|all|4.3.1|dan-heng-permansor-terrae>firefly>the-dahlia>tingyun-fugue
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,13,长夜月 / 昔涟 / 缇宝 / 风堇,0.94,3.11,prydwen_page,13,aa|all_bosses|4.3.1|cyrene>hyacine>march-7th-evernight>tribbie
末日幻影,as,全部,all,4.3.1,14,不死途 / 千冶•刃 / 缇宝 / 藿藿,1.29,3608,prydwen_page,5,as|all|4.3.1|ashveil>blade-mortenax>huohuo>tribbie
虚构叙事,pf,全部,all,4.3.1,14,流萤 / 开拓者 - 同谐 / 阮•梅 / 大丽花,1.23,31040,prydwen_page,4,pf|all|4.3.1|firefly>ruan-mei>the-dahlia>trailblazer-harmony
混沌回忆,moc,全部,all,4.2.1,14,遐蝶 / 昔涟 / 缇宝 / 风堇,1.07,8.71,prydwen_page,6,moc|all|4.2.1|castorice>cyrene>hyacine>tribbie
混沌回忆,moc,全部,all,4.2.1,14,银狼LV.999 / 开拓者•欢愉 / 爻光 / 风堇,0.96,8.41,prydwen_page,5,moc|all|4.2.1|hyacine>silver-wolf-lv-999>trailblazer-elation>yao-guang
虚构叙事,pf,全部,all,4.3.1,14,长夜月 / 昔涟 / 缇宝 / 风堇,0.96,39853,prydwen_page,3,pf|all|4.3.1|cyrene>hyacine>march-7th-evernight>tribbie
虚构叙事,pf,全部,all,4.3.1,14,银狼LV.999 / 火花 / 爻光 / 符玄,0.88,35580,prydwen_page,4,pf|all|4.3.1|fu-xuan>silver-wolf-lv-999>sparxie>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,14,遐蝶 / 长夜月 / 阮•梅 / 风堇,0.77,3.77,prydwen_page,10,aa|all_bosses|4.3.1|castorice>hyacine>march-7th-evernight>ruan-mei
虚构叙事,pf,全部,all,4.3.1,15,黄泉 / 千冶•刃 / 缇宝 / 藿藿,1.15,30979,prydwen_page,3,pf|all|4.3.1|acheron>blade-mortenax>huohuo>tribbie
末日幻影,as,全部,all,4.3.1,15,银狼LV.999 / 开拓者•欢愉 / 爻光 / 砂金,0.93,3551,prydwen_page,4,as|all|4.3.1|aventurine>silver-wolf-lv-999>trailblazer-elation>yao-guang
虚构叙事,pf,全部,all,4.3.1,15,大黑塔 / 翡翠 / 缇宝 / 丹恒•腾荒,0.89,29750,prydwen_page,3,pf|all|4.3.1|dan-heng-permansor-terrae>jade>the-herta>tribbie
混沌回忆,moc,全部,all,4.2.1,15,遐蝶 / 长夜月 / 开拓者•记忆 / 风堇,0.82,8.43,prydwen_page,6,moc|all|4.2.1|castorice>hyacine>march-7th-evernight>trailblazer-remembrance
