team_signature,team_slugs,team_cn,confidence,record_count,snapshot_count,phase_count,mode_count,scope_count,boss_count,source_kind_count,max_app_rate,median_app_rate,best_rank,best_score,non_sentinel_score_count,sentinel_score_count,modes,phase_versions,scopes,source_kinds,evidence_comment,risk_comment
evelyn|ju-fufu|sunna,"evelyn, ju-fufu, sunna",伊芙琳·舒瓦利耶 / 橘福福 / 千夏,B-,10,5,6,2,5,4,1,0.03,0.02,67,29844,10,0,"da, sd","da:2.6.1, da:2.6.2, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=10；phase_count=6；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
lucia|sunna|yixuan,"lucia, sunna, yixuan",卢西娅 / 千夏 / 仪玄,B-,10,4,6,2,5,4,1,0.03,0.02,108,31014,9,1,"da, sd","da:2.6.1, da:2.7.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2","1-2_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=10；phase_count=6；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|ellen|zhao,"astra-yao, ellen, zhao",耀嘉音 / 艾莲·乔 / 照,B-,9,3,6,2,6,5,1,0.03,0.01,71,26093,2,7,"da, sd","da:2.6.1, da:2.7.1, da:2.8.3, sd:2.6.1, sd:2.6.4, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=9；phase_count=6；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.01,包含 7 条 sentinel/missing 分数；记录稀疏或出场率较低
ellen|ju-fufu|zhao,"ellen, ju-fufu, zhao",艾莲·乔 / 橘福福 / 照,B-,9,6,8,2,5,4,1,0.03,0.01,84,25135,2,7,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.4, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=9；phase_count=8；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.01,包含 7 条 sentinel/missing 分数；记录稀疏或出场率较低
harumasa|seed|zhao,"harumasa, seed, zhao",浅羽 悠真 / 「席德」 / 照,B-,9,5,7,2,5,4,1,0.03,0.02,115,30630,9,0,"da, sd","da:2.6.2, da:2.7.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.7.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=9；phase_count=7；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
anby-demara-soldier-0|seed|ukinami-yuzuha,"anby-demara-soldier-0, seed, ukinami-yuzuha",零号·安比 / 「席德」 / 浮波柚叶,B-,8,4,5,2,4,3,1,0.03,0.02,134,33510,8,0,"da, sd","da:2.6.2, da:2.7.2, sd:2.6.1, sd:2.6.3, sd:2.7.3","1-2_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=8；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
astra-yao|orphie-and-magus|yixuan,"astra-yao, orphie-and-magus, yixuan",耀嘉音 / 奥菲丝·马格努森 & 「鬼火」 / 仪玄,B-,8,4,6,2,5,4,1,0.03,0.02,108,27874,8,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:3.0.1, sd:2.6.1, sd:2.6.4","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=8；phase_count=6；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
caesar|lighter|yidhari,"caesar, lighter, yidhari",凯撒·金 / 莱特 / 伊德海莉·墨菲,B-,8,5,6,2,4,3,1,0.03,0.02,100,27282,4,4,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, sd:2.7.2","1-2_combined.json, 1-3_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=8；phase_count=6；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,包含 4 条 sentinel/missing 分数；记录稀疏或出场率较低
cissia|dialyn|nicole-demara,"cissia, dialyn, nicole-demara",希希芙 / 琉音 / 妮可·德玛拉,B-,8,3,5,2,5,4,1,0.03,0.02,90,33719,8,0,"da, sd","da:2.7.2, da:2.8.1, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=8；phase_count=5；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
cissia|nicole-demara|trigger,"cissia, nicole-demara, trigger",希希芙 / 妮可·德玛拉 / 「扳机」,B-,8,4,8,2,4,4,1,0.03,0.03,90,30715,6,2,"da, sd","da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json",hf_comps,record_count=8；phase_count=8；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.03,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
ju-fufu|orphie-and-magus|yixuan,"ju-fufu, orphie-and-magus, yixuan",橘福福 / 奥菲丝·马格努森 & 「鬼火」 / 仪玄,B-,8,4,6,2,4,3,1,0.03,0.02,95,28437,8,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.8.1, sd:2.6.1, sd:2.6.4","1-2_combined.json, 1-3_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=8；phase_count=6；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
lucy|miyabi|vivian,"lucy, miyabi, vivian",露西亚娜·德·蒙特夫 / 星见 雅 / 薇薇安·班希,B-,8,4,6,2,5,4,1,0.03,0.02,64,28567,5,3,"da, sd","da:2.6.1, da:2.8.2, sd:2.6.1, sd:2.6.3, sd:2.7.3, sd:2.8.2","1-1_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=8；phase_count=6；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
lycaon|promeia|vivian,"lycaon, promeia, vivian",冯·莱卡恩 / 普罗米娅 / 薇薇安·班希,B-,8,2,4,2,5,4,1,0.03,0.02,96,29966,8,0,"da, sd","da:2.8.1, da:2.8.2, sd:2.7.3, sd:2.8.2","1-1_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=8；phase_count=4；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
pan-yinhu|ukinami-yuzuha|yixuan,"pan-yinhu, ukinami-yuzuha, yixuan",潘引壶 / 浮波柚叶 / 仪玄,B-,8,4,5,2,4,3,1,0.03,0.015,138,27662,7,1,"da, sd","da:2.6.2, sd:2.6.1, sd:2.6.3, sd:2.7.2, sd:2.7.3","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=8；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.015,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
ukinami-yuzuha|vivian|yixuan,"ukinami-yuzuha, vivian, yixuan",浮波柚叶 / 薇薇安·班希 / 仪玄,B-,8,5,5,2,4,3,1,0.03,0.02,113,28124,8,0,"da, sd","da:2.8.2, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.3","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=8；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
anby-demara-soldier-0|astra-yao|sunna,"anby-demara-soldier-0, astra-yao, sunna",零号·安比 / 耀嘉音 / 千夏,B-,7,4,5,2,6,5,1,0.03,0.02,115,26035,7,0,"da, sd","da:2.6.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.8.2","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
anby-demara-soldier-0|ju-fufu|sunna,"anby-demara-soldier-0, ju-fufu, sunna",零号·安比 / 橘福福 / 千夏,B-,7,4,6,2,5,4,1,0.03,0.02,115,27573,5,2,"da, sd","da:2.6.1, da:2.6.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.7.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=6；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|nangong-yu|promeia,"aria, nangong-yu, promeia",爱芮 / 南宫羽 / 普罗米娅,B-,7,4,4,2,4,3,1,0.03,0.02,89,29779,7,0,"da, sd","da:2.8.1, da:2.8.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
astra-yao|jane-doe|miyabi,"astra-yao, jane-doe, miyabi",耀嘉音 / 简·杜 / 星见 雅,B-,7,4,5,2,4,3,1,0.03,0.02,75,30279,5,2,"da, sd","da:2.6.1, da:2.7.1, da:2.8.2, da:2.8.3, sd:2.6.1","1-1_combined.json, 1-3_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
banyue|lucia|yixuan,"banyue, lucia, yixuan",般岳 / 卢西娅 / 仪玄,B-,7,5,6,2,5,4,1,0.03,0.02,93,28778,5,2,"da, sd","da:2.6.1, da:2.6.2, da:2.8.1, sd:2.6.1, sd:2.6.4, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=6；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
caesar|cissia|seed,"caesar, cissia, seed",凯撒·金 / 希希芙 / 「席德」,B-,7,4,4,1,3,2,1,0.03,0.02,116,30722,7,0,sd,"sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=4；mode_count=1；boss_count=2；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
caesar|harumasa|qingyi,"caesar, harumasa, qingyi",凯撒·金 / 浅羽 悠真 / 青衣,B-,7,5,6,2,5,4,1,0.03,0.02,130,25340,3,4,"da, sd","da:2.6.1, da:2.7.2, da:2.8.3, sd:2.6.1, sd:2.7.3, sd:2.8.2","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=6；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,包含 4 条 sentinel/missing 分数；记录稀疏或出场率较低
cissia|lucy|seed,"cissia, lucy, seed",希希芙 / 露西亚娜·德·蒙特夫 / 「席德」,B-,7,4,5,2,4,3,1,0.03,0.02,121,32643,7,0,"da, sd","da:2.8.1, da:2.8.3, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
cissia|qingyi|sunna,"cissia, qingyi, sunna",希希芙 / 青衣 / 千夏,B-,7,4,5,2,4,3,1,0.03,0.02,118,33497,2,5,"da, sd","da:2.8.1, da:2.8.3, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,包含 5 条 sentinel/missing 分数；记录稀疏或出场率较低
ellen|lighter|lycaon,"ellen, lighter, lycaon",艾莲·乔 / 莱特 / 冯·莱卡恩,B-,7,5,5,2,4,3,1,0.03,0.01,92,20863,4,3,"da, sd","da:2.7.1, da:2.7.2, da:2.8.2, da:3.0.1, sd:2.6.1","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.01,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
ju-fufu|nicole-demara|soldier-11,"ju-fufu, nicole-demara, soldier-11",橘福福 / 妮可·德玛拉 / 「11号」,B-,7,3,5,2,5,4,1,0.03,0.02,114,28839,3,4,"da, sd","da:2.6.1, da:2.8.1, sd:2.6.1, sd:2.6.4, sd:2.7.3","1-2_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,包含 4 条 sentinel/missing 分数；记录稀疏或出场率较低
ju-fufu|ukinami-yuzuha|yixuan,"ju-fufu, ukinami-yuzuha, yixuan",橘福福 / 浮波柚叶 / 仪玄,B-,7,4,5,2,4,3,1,0.03,0.01,134,29871,7,0,"da, sd","da:2.6.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.3","1-2_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.01,记录稀疏或出场率较低
orphie-and-magus|seed|ukinami-yuzuha,"orphie-and-magus, seed, ukinami-yuzuha",奥菲丝·马格努森 & 「鬼火」 / 「席德」 / 浮波柚叶,B-,7,3,5,2,4,3,1,0.03,0.01,131,32829,6,1,"da, sd","da:2.6.1, da:2.6.2, sd:2.6.1, sd:2.6.3, sd:2.7.2","1-2_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.01,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
anton|astra-yao|cissia,"anton, astra-yao, cissia",安东·伊万诺夫 / 耀嘉音 / 希希芙,B-,6,2,3,2,3,2,1,0.03,0.02,90,30094,6,0,"da, sd","da:2.8.1, da:2.8.3, sd:2.7.3","1-3_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=3；mode_count=2；boss_count=2；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
aria|astra-yao|nicole-demara,"aria, astra-yao, nicole-demara",爱芮 / 耀嘉音 / 妮可·德玛拉,B-,6,3,3,2,4,3,1,0.03,0.03,113,28677,6,0,"da, sd","da:2.8.2, sd:2.6.3, sd:2.6.4","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=3；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.03,记录稀疏或出场率较低
astra-yao|billy-starlight|zhao,"astra-yao, billy-starlight, zhao",耀嘉音 / 星徽·比利 / 照,B-,6,3,5,2,5,4,1,0.03,0.02,106,33140,4,2,"da, sd","da:2.8.2, da:2.8.3, da:3.0.1, sd:2.8.2, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=5；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|cissia|harumasa,"astra-yao, cissia, harumasa",耀嘉音 / 希希芙 / 浅羽 悠真,B-,6,4,5,2,4,3,1,0.03,0.02,122,30174,6,0,"da, sd","da:2.8.1, da:2.8.3, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
astra-yao|cissia|pulchra,"astra-yao, cissia, pulchra",耀嘉音 / 希希芙 / 波可娜·费雷尼,B-,6,4,4,2,4,3,1,0.03,0.015,130,30258,6,0,"da, sd","da:2.8.3, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.015,记录稀疏或出场率较低
astra-yao|lycaon|yixuan,"astra-yao, lycaon, yixuan",耀嘉音 / 冯·莱卡恩 / 仪玄,B-,6,3,4,2,4,3,1,0.03,0.015,117,25854,5,1,"da, sd","da:2.6.2, da:2.8.2, da:3.0.1, sd:2.6.3","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.015,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
billy-kid|sunna|trigger,"billy-kid, sunna, trigger",比利·奇德 / 千夏 / 「扳机」,B-,6,3,4,2,4,3,1,0.03,0.03,115,25201,5,1,"da, sd","da:2.6.1, da:2.6.2, da:2.8.3, sd:2.6.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.03,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
burnice|nicole-demara|vivian,"burnice, nicole-demara, vivian",柏妮思·怀特 / 妮可·德玛拉 / 薇薇安·班希,B-,6,3,4,2,3,2,1,0.03,0.02,127,28109,5,1,"da, sd","da:2.6.1, sd:2.6.1, sd:2.6.3, sd:2.6.4","5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=2；max_app_rate=0.03；median_app_rate=0.02,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
cissia|seed|ukinami-yuzuha,"cissia, seed, ukinami-yuzuha",希希芙 / 「席德」 / 浮波柚叶,B-,6,4,5,2,6,5,1,0.03,0.015,121,31897,6,0,"da, sd","da:2.7.2, da:2.8.1, da:3.0.1, sd:2.7.3, sd:2.8.2","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=5；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.015,记录稀疏或出场率较低
lighter|soldier-11|trigger,"lighter, soldier-11, trigger",莱特 / 「11号」 / 「扳机」,B-,6,4,4,2,4,3,1,0.03,0.015,129,36209,6,0,"da, sd","da:2.7.1, sd:2.6.1, sd:2.6.3, sd:2.8.3","1-2_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.015,记录稀疏或出场率较低
nangong-yu|promeia|soukaku,"nangong-yu, promeia, soukaku",南宫羽 / 普罗米娅 / 苍角,B-,6,2,4,2,5,4,1,0.03,0.01,106,27608,6,0,"da, sd","da:2.8.2, da:2.8.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.01,记录稀疏或出场率较低
soldier-11|trigger|zhao,"soldier-11, trigger, zhao",「11号」 / 「扳机」 / 照,B-,6,2,3,2,4,3,1,0.03,0.025,112,29946,6,0,"da, sd","da:2.6.2, da:2.8.1, sd:2.6.3","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=3；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.025,记录稀疏或出场率较低
alice|burnice|sunna,"alice, burnice, sunna",爱丽丝·泰姆菲尔德 / 柏妮思·怀特 / 千夏,B-,5,2,3,2,5,4,1,0.03,0.02,95,27718,5,0,"da, sd","da:2.6.1, sd:2.6.1, sd:2.6.3","1-1_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=3；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
alice|ukinami-yuzuha|ye-shunguang,"alice, ukinami-yuzuha, ye-shunguang",爱丽丝·泰姆菲尔德 / 浮波柚叶 / 叶瞬光,B-,5,3,3,2,3,2,1,0.03,0.02,79,28559,5,0,"da, sd","da:2.6.2, sd:2.6.1, sd:2.6.4","1-2_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=3；mode_count=2；boss_count=2；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
alice|yanagi|zhao,"alice, yanagi, zhao",爱丽丝·泰姆菲尔德 / 月城 柳 / 照,B-,5,2,3,2,3,2,1,0.03,0.02,76,28846,4,1,"da, sd","da:2.6.1, sd:2.6.1, sd:2.8.2","5-1_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=3；mode_count=2；boss_count=2；max_app_rate=0.03；median_app_rate=0.02,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|evelyn|miyabi,"astra-yao, evelyn, miyabi",耀嘉音 / 伊芙琳·舒瓦利耶 / 星见 雅,B-,5,3,3,1,2,1,1,0.03,0.02,128,,0,5,sd,"sd:2.6.4, sd:2.7.2, sd:2.8.3","5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=3；mode_count=1；boss_count=1；max_app_rate=0.03；median_app_rate=0.02,全部表现分数为 sentinel/missing
astra-yao|hugo|lycaon,"astra-yao, hugo, lycaon",耀嘉音 / 雨果·维拉德 / 冯·莱卡恩,B-,5,4,4,2,4,3,1,0.03,0.01,107,23008,3,2,"da, sd","da:2.7.1, da:2.7.2, da:3.0.1, sd:2.8.2","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.01,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|jane-doe|ukinami-yuzuha,"astra-yao, jane-doe, ukinami-yuzuha",耀嘉音 / 简·杜 / 浮波柚叶,B-,5,1,2,2,4,3,1,0.03,0.01,105,,0,5,"da, sd","da:2.6.2, sd:2.6.3","1-1_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=2；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.01,全部表现分数为 sentinel/missing
astra-yao|nicole-demara|promeia,"astra-yao, nicole-demara, promeia",耀嘉音 / 妮可·德玛拉 / 普罗米娅,B-,5,3,4,2,4,3,1,0.03,0.02,81,25729,5,0,"da, sd","da:2.8.1, da:2.8.2, sd:2.8.2, sd:2.8.3","1-1_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.02,记录稀疏或出场率较低
billy-kid|nicole-demara|seed,"billy-kid, nicole-demara, seed",比利·奇德 / 妮可·德玛拉 / 「席德」,B-,5,5,5,2,3,3,1,0.03,0.01,90,27378,5,0,"da, sd","da:2.6.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.7.2","1-2_combined.json, 1-3_combined.json, 5-2_combined.json",hf_comps,record_count=5；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.01,记录稀疏或出场率较低
burnice|jane-doe|lucy,"burnice, jane-doe, lucy",柏妮思·怀特 / 简·杜 / 露西亚娜·德·蒙特夫,B-,5,2,3,2,3,2,1,0.03,0.02,102,19102,4,1,"da, sd","da:2.6.1, da:2.8.2, sd:2.8.2","1-1_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=3；mode_count=2；boss_count=2；max_app_rate=0.03；median_app_rate=0.02,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
