team_signature,team_slugs,team_cn,confidence,record_count,snapshot_count,phase_count,mode_count,scope_count,boss_count,source_kind_count,max_app_rate,median_app_rate,best_rank,best_score,non_sentinel_score_count,sentinel_score_count,modes,phase_versions,scopes,source_kinds,evidence_comment,risk_comment
aria|astra-yao|sunna,"aria, astra-yao, sunna",爱芮 / 耀嘉音 / 千夏,B-,20,7,11,2,7,6,1,0.93,0.195,13,32007,17,3,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=20；phase_count=11；mode_count=2；boss_count=6；max_app_rate=0.93；median_app_rate=0.195,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|sunna|velina,"aria, sunna, velina",爱芮 / 千夏 / 维琳娜·艾嘉德,B-,4,1,2,2,3,2,1,0.91,0.38,16,27511,4,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.91；median_app_rate=0.38,记录稀疏或出场率较低
nangong-yu|ukinami-yuzuha|velina,"nangong-yu, ukinami-yuzuha, velina",南宫羽 / 浮波柚叶 / 维琳娜·艾嘉德,B-,4,1,2,2,3,2,1,0.91,0.425,16,37952,4,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.91；median_app_rate=0.425,记录稀疏或出场率较低
astra-yao|evelyn|seed,"astra-yao, evelyn, seed",耀嘉音 / 伊芙琳·舒瓦利耶 / 「席德」,B-,34,8,13,2,7,6,1,0.86,0.165,18,33832,31,3,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=34；phase_count=13；mode_count=2；boss_count=6；max_app_rate=0.86；median_app_rate=0.165,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|nicole-demara|pyrois,"astra-yao, nicole-demara, pyrois",耀嘉音 / 妮可·德玛拉 / Pyrois,B-,4,1,1,1,4,3,1,0.86,0.42,19,25153,2,2,da,da:3.0.1,"1-1_combined.json, 1-2_combined.json, 1-3_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=1；mode_count=1；boss_count=3；max_app_rate=0.86；median_app_rate=0.42,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|lycaon|miyabi,"astra-yao, lycaon, miyabi",耀嘉音 / 冯·莱卡恩 / 星见 雅,B-,39,8,15,2,7,6,1,0.85,0.12,20,27293,31,8,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=39；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.85；median_app_rate=0.12,包含 8 条 sentinel/missing 分数；记录稀疏或出场率较低
seed|ye-shunguang|zhao,"seed, ye-shunguang, zhao",「席德」 / 叶瞬光 / 照,B-,46,8,15,2,7,6,1,0.84,0.37,11,35315,45,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=46；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.84；median_app_rate=0.37,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
nangong-yu|promeia|sunna,"nangong-yu, promeia, sunna",南宫羽 / 普罗米娅 / 千夏,B-,17,4,7,2,7,6,1,0.82,0.14,15,35608,17,0,"da, sd","da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=17；phase_count=7；mode_count=2；boss_count=6；max_app_rate=0.82；median_app_rate=0.14,记录稀疏或出场率较低
astra-yao|vivian|yanagi,"astra-yao, vivian, yanagi",耀嘉音 / 薇薇安·班希 / 月城 柳,B-,32,8,14,2,7,6,1,0.8,0.04,16,31200,23,9,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=32；phase_count=14；mode_count=2；boss_count=6；max_app_rate=0.8；median_app_rate=0.04,包含 9 条 sentinel/missing 分数；记录稀疏或出场率较低
miyabi|promeia|ukinami-yuzuha,"miyabi, promeia, ukinami-yuzuha",星见 雅 / 普罗米娅 / 浮波柚叶,B-,16,4,7,2,6,5,1,0.8,0.33,14,32804,15,1,"da, sd","da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=16；phase_count=7；mode_count=2；boss_count=5；max_app_rate=0.8；median_app_rate=0.33,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
billy-starlight|lucia|pan-yinhu,"billy-starlight, lucia, pan-yinhu",星徽·比利 / 卢西娅 / 潘引壶,B-,17,3,5,2,7,6,1,0.78,0.26,14,33395,17,0,"da, sd","da:2.8.2, da:2.8.3, da:3.0.1, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=17；phase_count=5；mode_count=2；boss_count=6；max_app_rate=0.78；median_app_rate=0.26,记录稀疏或出场率较低
astra-yao|ellen|lighter,"astra-yao, ellen, lighter",耀嘉音 / 艾莲·乔 / 莱特,B-,34,8,15,2,7,6,1,0.77,0.095,20,32749,32,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=34；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.77；median_app_rate=0.095,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
alice|ukinami-yuzuha|zhao,"alice, ukinami-yuzuha, zhao",爱丽丝·泰姆菲尔德 / 浮波柚叶 / 照,B-,31,8,12,2,6,5,1,0.77,0.04,12,36544,31,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.2, da:2.8.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=31；phase_count=12；mode_count=2；boss_count=5；max_app_rate=0.77；median_app_rate=0.04,记录稀疏或出场率较低
astra-yao|harumasa|qingyi,"astra-yao, harumasa, qingyi",耀嘉音 / 浅羽 悠真 / 青衣,B-,23,7,12,2,7,6,1,0.76,0.27,17,29409,21,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=23；phase_count=12；mode_count=2；boss_count=6；max_app_rate=0.76；median_app_rate=0.27,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|sunna|trigger,"aria, sunna, trigger",爱芮 / 千夏 / 「扳机」,B-,13,5,7,2,5,4,1,0.74,0.31,17,28846,13,0,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, sd:2.6.3, sd:2.6.4, sd:2.7.3","1-1_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=13；phase_count=7；mode_count=2；boss_count=4；max_app_rate=0.74；median_app_rate=0.31,记录稀疏或出场率较低
astra-yao|harumasa|trigger,"astra-yao, harumasa, trigger",耀嘉音 / 浅羽 悠真 / 「扳机」,B-,31,8,15,2,7,6,1,0.72,0.35,15,29111,22,9,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=31；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.72；median_app_rate=0.35,包含 9 条 sentinel/missing 分数；记录稀疏或出场率较低
lycaon|miyabi|ukinami-yuzuha,"lycaon, miyabi, ukinami-yuzuha",冯·莱卡恩 / 星见 雅 / 浮波柚叶,B-,38,8,15,2,7,6,1,0.71,0.14,23,29401,33,5,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=38；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.71；median_app_rate=0.14,包含 5 条 sentinel/missing 分数；记录稀疏或出场率较低
koleda|lucia|yixuan,"koleda, lucia, yixuan",珂蕾妲·贝洛伯格 / 卢西娅 / 仪玄,B-,48,8,15,2,7,6,1,0.7,0.21,15,29258,43,5,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=48；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.7；median_app_rate=0.21,包含 5 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|cissia|dialyn,"astra-yao, cissia, dialyn",耀嘉音 / 希希芙 / 琉音,B-,24,5,9,2,7,6,1,0.7,0.135,20,33708,21,3,"da, sd","da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=24；phase_count=9；mode_count=2；boss_count=6；max_app_rate=0.7；median_app_rate=0.135,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|astra-yao|ukinami-yuzuha,"aria, astra-yao, ukinami-yuzuha",爱芮 / 耀嘉音 / 浮波柚叶,B-,14,5,8,2,6,5,1,0.69,0.08,14,32499,14,0,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=14；phase_count=8；mode_count=2；boss_count=5；max_app_rate=0.69；median_app_rate=0.08,记录稀疏或出场率较低
astra-yao|dialyn|ellen,"astra-yao, dialyn, ellen",耀嘉音 / 琉音 / 艾莲·乔,B-,36,8,15,2,7,6,1,0.68,0.07,16,29940,36,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=36；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.68；median_app_rate=0.07,记录稀疏或出场率较低
miyabi|nicole-demara|vivian,"miyabi, nicole-demara, vivian",星见 雅 / 妮可·德玛拉 / 薇薇安·班希,B-,30,8,15,2,7,6,1,0.67,0.19,13,29137,26,4,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=30；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.67；median_app_rate=0.19,包含 4 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|ukinami-yuzuha|vivian,"aria, ukinami-yuzuha, vivian",爱芮 / 浮波柚叶 / 薇薇安·班希,B-,18,6,9,2,6,5,1,0.66,0.095,15,29974,18,0,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, da:2.8.3, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=18；phase_count=9；mode_count=2；boss_count=5；max_app_rate=0.66；median_app_rate=0.095,记录稀疏或出场率较低
ukinami-yuzuha|velina|yanagi,"ukinami-yuzuha, velina, yanagi",浮波柚叶 / 维琳娜·艾嘉德 / 月城 柳,B-,5,1,2,2,4,3,1,0.66,0.08,18,32352,5,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-1_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=2；mode_count=2；boss_count=3；max_app_rate=0.66；median_app_rate=0.08,记录稀疏或出场率较低
anby-demara-soldier-0|nicole-demara|trigger,"anby-demara-soldier-0, nicole-demara, trigger",零号·安比 / 妮可·德玛拉 / 「扳机」,B-,27,7,13,2,7,6,1,0.65,0.17,20,30402,26,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=27；phase_count=13；mode_count=2；boss_count=6；max_app_rate=0.65；median_app_rate=0.17,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
pulchra|ye-shunguang|zhao,"pulchra, ye-shunguang, zhao",波可娜·费雷尼 / 叶瞬光 / 照,B-,43,8,15,2,7,6,1,0.64,0.1,13,30814,42,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=43；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.64；median_app_rate=0.1,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
lycaon|pan-yinhu|yidhari,"lycaon, pan-yinhu, yidhari",冯·莱卡恩 / 潘引壶 / 伊德海莉·墨菲,B-,28,8,15,2,6,5,1,0.62,0.09,26,29150,27,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=28；phase_count=15；mode_count=2；boss_count=5；max_app_rate=0.62；median_app_rate=0.09,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|sunna|ye-shunguang,"astra-yao, sunna, ye-shunguang",耀嘉音 / 千夏 / 叶瞬光,B-,50,8,15,2,7,6,1,0.61,0.21,9,38989,48,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=50；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.61；median_app_rate=0.21,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
dialyn|ju-fufu|yixuan,"dialyn, ju-fufu, yixuan",琉音 / 橘福福 / 仪玄,B-,48,8,15,2,7,6,1,0.6,0.125,17,38488,47,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=48；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.6；median_app_rate=0.125,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
ukinami-yuzuha|ye-shunguang|zhao,"ukinami-yuzuha, ye-shunguang, zhao",浮波柚叶 / 叶瞬光 / 照,B-,44,8,15,2,7,6,1,0.6,0.065,15,35923,43,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=44；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.6；median_app_rate=0.065,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|lycaon|ukinami-yuzuha,"aria, lycaon, ukinami-yuzuha",爱芮 / 冯·莱卡恩 / 浮波柚叶,B-,26,7,13,2,6,5,1,0.6,0.16,17,30377,26,0,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=26；phase_count=13；mode_count=2；boss_count=5；max_app_rate=0.6；median_app_rate=0.16,记录稀疏或出场率较低
lycaon|ye-shunguang|zhao,"lycaon, ye-shunguang, zhao",冯·莱卡恩 / 叶瞬光 / 照,B-,42,8,15,2,7,6,1,0.58,0.085,16,31394,41,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=42；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.58；median_app_rate=0.085,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
dialyn|pyrois|sunna,"dialyn, pyrois, sunna",琉音 / Pyrois / 千夏,B-,2,1,1,1,2,2,1,0.58,0.315,21,28807,1,1,da,da:3.0.1,"1-2_combined.json, 1-3_combined.json",hf_comps,record_count=2；phase_count=1；mode_count=1；boss_count=2；max_app_rate=0.58；median_app_rate=0.315,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|evelyn|trigger,"astra-yao, evelyn, trigger",耀嘉音 / 伊芙琳·舒瓦利耶 / 「扳机」,B-,38,8,15,2,7,6,1,0.57,0.065,21,29546,29,9,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=38；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.57；median_app_rate=0.065,包含 9 条 sentinel/missing 分数；记录稀疏或出场率较低
nangong-yu|promeia|vivian,"nangong-yu, promeia, vivian",南宫羽 / 普罗米娅 / 薇薇安·班希,B-,16,4,7,2,7,6,1,0.57,0.12,21,30490,16,0,"da, sd","da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=16；phase_count=7；mode_count=2；boss_count=6；max_app_rate=0.57；median_app_rate=0.12,记录稀疏或出场率较低
aria|ukinami-yuzuha|zhao,"aria, ukinami-yuzuha, zhao",爱芮 / 浮波柚叶 / 照,B-,21,7,11,2,6,5,1,0.56,0.09,19,34071,21,0,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=21；phase_count=11；mode_count=2；boss_count=5；max_app_rate=0.56；median_app_rate=0.09,记录稀疏或出场率较低
lucy|ye-shunguang|zhao,"lucy, ye-shunguang, zhao",露西亚娜·德·蒙特夫 / 叶瞬光 / 照,B-,42,8,15,2,7,6,1,0.53,0.125,13,30481,42,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=42；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.53；median_app_rate=0.125,记录稀疏或出场率较低
piper|ukinami-yuzuha|vivian,"piper, ukinami-yuzuha, vivian",派派·韦尔 / 浮波柚叶 / 薇薇安·班希,B-,37,8,14,2,7,6,1,0.53,0.12,21,31407,36,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=37；phase_count=14；mode_count=2；boss_count=6；max_app_rate=0.53；median_app_rate=0.12,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
billy-starlight|lucia|pulchra,"billy-starlight, lucia, pulchra",星徽·比利 / 卢西娅 / 波可娜·费雷尼,B-,14,3,5,2,7,6,1,0.53,0.315,18,30822,14,0,"da, sd","da:2.8.2, da:2.8.3, da:3.0.1, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=14；phase_count=5；mode_count=2；boss_count=6；max_app_rate=0.53；median_app_rate=0.315,记录稀疏或出场率较低
trigger|ukinami-yuzuha|yanagi,"trigger, ukinami-yuzuha, yanagi",「扳机」 / 浮波柚叶 / 月城 柳,B-,26,7,11,2,7,6,1,0.52,0.1,24,32940,21,5,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=26；phase_count=11；mode_count=2；boss_count=6；max_app_rate=0.52；median_app_rate=0.1,包含 5 条 sentinel/missing 分数；记录稀疏或出场率较低
alice|astra-yao|yanagi,"alice, astra-yao, yanagi",爱丽丝·泰姆菲尔德 / 耀嘉音 / 月城 柳,B-,21,7,11,2,7,6,1,0.52,0.04,24,31128,17,4,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.8.2, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=21；phase_count=11；mode_count=2；boss_count=6；max_app_rate=0.52；median_app_rate=0.04,包含 4 条 sentinel/missing 分数；记录稀疏或出场率较低
cissia|seed|sunna,"cissia, seed, sunna",希希芙 / 「席德」 / 千夏,B-,21,5,9,2,6,5,1,0.51,0.1,16,35925,21,0,"da, sd","da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=21；phase_count=9；mode_count=2；boss_count=5；max_app_rate=0.51；median_app_rate=0.1,记录稀疏或出场率较低
